x,y,p_xx,p_xy,p_yy
0.000721625,0.000996528,0.00853748,0,0.00247497
0.000588641,0.0010024,0.00861491,0,0.00248037
0.000470104,0.00100389,0.00875524,0,0.00247869
0.000394511,0.00100634,0.00871795,0,0.00248332
0.000326899,0.000999014,0.00883738,0,0.00248113
0.000337993,0.000993623,0.00895524,0,0.00248462
0.00041411,0.000991456,0.00910993,0,0.00248292
0.000488239,0.000987394,0.0092034,0,0.00248784
0.000508198,0.000984509,0.00940601,0,0.00249276
0.000515011,0.000978514,0.00932542,0,0.00249623
0.000582652,0.000973417,0.00946398,0,0.0024994
0.000655322,0.000968868,0.0097204,0,0.00249853
0.000806486,0.000959525,0.00981686,0,0.00250387
0.00106594,0.000949923,0.00992045,0,0.00250508
0.00131569,0.000938517,0.010017,0,0.00250841
0.00150238,0.000930033,0.0101431,0,0.00251275
0.00174022,0.000925104,0.010343,0,0.00250941
0.00196006,0.000923638,0.0104773,0,0.00251088
0.00216684,0.000925992,0.0105218,0,0.00251053
0.00230365,0.000918657,0.0106678,0,0.00251199
0.0024801,0.000919685,0.0108169,0,0.00251238
0.00263251,0.00091579,0.0109234,0,0.00250949
0.0027659,0.00091744,0.0111221,0,0.00251248
0.00276761,0.000916545,0.0112236,0,0.00250612
0.00270222,0.000913831,0.0114071,0,0.00250766
0.00261269,0.000910138,0.0114237,0,0.00250635
0.00251673,0.000907685,0.0115547,0,0.0025031
0.00243424,0.000901595,0.0117395,0,0.0025037
0.0024101,0.000891813,0.0118575,0,0.00250239
0.00245332,0.000887126,0.0119866,0,0.002503
0.00248669,0.000882728,0.0121752,0,0.00249517
0.00246043,0.0008754,0.0123364,0,0.00249615
0.00248316,0.000876999,0.0124153,0,0.00249293
0.00251826,0.00087898,0.0124366,0,0.00249834
0.00259468,0.00087725,0.0125749,0,0.00249949
0.00267604,0.0008705,0.0127451,0,0.00250396
0.00281636,0.000865086,0.0127968,0,0.00250659
0.00293515,0.0008634,0.0128874,0,0.00250578
0.00304307,0.00086425,0.0128891,0,0.00250645
0.00318243,0.000867318,0.0130672,0,0.00250998
0.00331808,0.000874104,0.0132589,0,0.00251381
0.0034157,0.000878963,0.0133329,0,0.0025169
0.00348627,0.000883952,0.0134875,0,0.00251569
0.00353213,0.00088727,0.0136289,0,0.00251085
0.00354752,0.000884893,0.0136317,0,0.00251093
0.00360446,0.000878878,0.0136069,0,0.00250942
0.00370319,0.000878197,0.0137062,0,0.00251178
0.00378997,0.000877986,0.013852,0,0.00250885
0.00392955,0.000884644,0.0140362,0,0.00250523
0.00401646,0.000896242,0.014225,0,0.00250917
0.00416502,0.000904496,0.0142658,0,0.00250746
0.00427274,0.000902324,0.0143153,0,0.00251017
0.00435707,0.000900264,0.0145128,0,0.00251107
0.00443541,0.000903687,0.0146086,0,0.00251005
0.00448289,0.000905555,0.0145903,0,0.0025109
0.00453298,0.000905912,0.014708,0,0.00251196
0.00460591,0.000902972,0.0148605,0,0.00250951
0.00469544,0.000898919,0.014943,0,0.00251406
0.00478101,0.00089109,0.0150287,0,0.00251747
0.00491053,0.000884964,0.0151018,0,0.00251797
0.00505629,0.000880804,0.0152073,0,0.0025243
0.00516774,0.000878519,0.0153267,0,0.00252871
0.00527082,0.000881128,0.0154675,0,0.00252655
0.00542944,0.000884266,0.0154516,0,0.00252767
0.00544528,0.000895697,0.0155889,0,0.0025327
